source_row,modelo,janela,preco_real,preco_previsto
11361,Regressão linear,1,495000.0,727591.6815644292
11573,Regressão linear,1,680000.0,672841.7275342195
11689,Regressão linear,1,400000.0,34668.12232355907
12094,Regressão linear,1,630000.0,748066.3646022972
12104,Regressão linear,1,1430000.0,1080268.5591581073
12319,Regressão linear,1,795127.0,1087254.569182017
12527,Regressão linear,1,625000.0,655201.5693052146
13288,Regressão linear,1,322000.0,256518.31392580603
13425,Regressão linear,1,1169000.0,1059429.1941569722
13797,Regressão linear,1,535000.0,548499.0590122227
13894,Regressão linear,1,467000.0,386398.0397911973
13922,Regressão linear,1,572500.0,596597.8096445086
14231,Regressão linear,1,815000.0,786874.387317904
15161,Regressão linear,1,650000.0,702460.8443891763
15442,Regressão linear,1,195000.0,352432.0501699885
15707,Regressão linear,1,480000.0,503711.09705969796
15780,Regressão linear,1,359950.0,458052.0629625507
16272,Regressão linear,1,276693.0,264611.9873533927
16597,Regressão linear,1,376000.0,503895.3027257392
16610,Regressão linear,1,270000.0,264747.4560039862
16633,Regressão linear,1,205000.0,175142.16246844584
16695,Regressão linear,1,221000.0,155739.9876809218
16962,Regressão linear,1,152500.0,20140.102184047515
17000,Regressão linear,1,495000.0,474946.3192436299
17384,Regressão linear,1,297000.0,277453.79093138897
17444,Regressão linear,1,979700.0,1063335.8506340007
17745,Regressão linear,1,272450.0,251712.09956504803
17804,Regressão linear,1,550000.0,571075.9702429766
17885,Regressão linear,1,645000.0,692842.2828406282
18039,Regressão linear,1,344000.0,315155.34277037083
18108,Regressão linear,1,290000.0,180427.6564892226
18189,Regressão linear,1,770000.0,847372.0688133183
18379,Regressão linear,1,265000.0,-179702.37856332236
18572,Regressão linear,1,299000.0,293899.8878414365
18639,Regressão linear,1,410000.0,381393.1103305961
19239,Regressão linear,1,340000.0,499500.11613898096
19421,Regressão linear,1,610000.0,733531.8822179034
19540,Regressão linear,1,588000.0,662247.7780628275
19647,Regressão linear,1,1040890.0,1054696.3786468487
19725,Regressão linear,1,1375000.0,1005716.8018050566
19739,Regressão linear,1,450000.0,507188.96118774835
20119,Regressão linear,1,399000.0,420576.403127018
20132,Regressão linear,1,552000.0,575316.0481168597
20500,Regressão linear,1,1699990.0,1440581.5179900993
20544,Regressão linear,1,455000.0,555894.8284958097
20820,Regressão linear,1,452000.0,472727.91991516086
21149,Regressão linear,1,950000.0,1002481.1857223075
21218,Regressão linear,1,465000.0,421856.946213717
148,Regressão linear,1,258000.0,316478.74532982544
493,Regressão linear,1,669950.0,605558.414133897
541,Regressão linear,1,280000.0,237448.76359619963
1240,Regressão linear,1,685100.0,683694.9410263733
1312,Regressão linear,1,537250.0,578270.1630417528
1625,Regressão linear,1,192000.0,208760.76618224906
2209,Regressão linear,1,1050000.0,980252.4206452137
2312,Regressão linear,1,260000.0,236439.8575031512
2475,Regressão linear,1,345000.0,275515.91084534995
3370,Regressão linear,1,700000.0,619866.1821008052
3432,Regressão linear,1,289950.0,198713.10778300726
3494,Regressão linear,1,790000.0,722916.30769447
3826,Regressão linear,1,856000.0,1017097.4743088062
3902,Regressão linear,1,270000.0,369586.90828234435
4160,Regressão linear,1,579100.0,459463.04473842145
4277,Regressão linear,1,220000.0,94492.69825004798
4829,Regressão linear,1,339950.0,225755.28262856754
4888,Regressão linear,1,275000.0,240379.44840401728
5037,Regressão linear,1,459000.0,394764.7826493287
5198,Regressão linear,1,813000.0,678130.611108247
5540,Regressão linear,1,538000.0,465094.96347460884
5621,Regressão linear,1,110000.0,15174.540554001345
5744,Regressão linear,1,404500.0,451842.49074433726
5830,Regressão linear,1,759000.0,739129.6816992062
6190,Regressão linear,1,445000.0,454279.820431968
6561,Regressão linear,1,1337500.0,1058923.2881976764
7271,Regressão linear,1,1200000.0,1182601.9353213692
7423,Regressão linear,1,935100.0,879379.6758196043
8473,Regressão linear,1,236000.0,252802.188342848
8640,Regressão linear,1,225000.0,201396.09989129598
9398,Regressão linear,1,685000.0,793859.44035867
9860,Regressão linear,1,330000.0,411869.82316361926
9893,Regressão linear,1,679000.0,705065.6289816753
10025,Regressão linear,1,230000.0,234476.97319934866
10031,Regressão linear,1,579500.0,494880.82349874766
10294,Regressão linear,1,488500.0,345767.83236768394
10360,Regressão linear,1,340500.0,572076.1428959409
10387,Regressão linear,1,134000.0,159728.28830894583
10789,Regressão linear,1,450000.0,397156.51686731976
11063,Regressão linear,1,845000.0,768357.3223691351
11160,Regressão linear,1,375000.0,309637.6466146834
11497,Regressão linear,1,580000.0,522748.3455764115
11829,Regressão linear,1,1785000.0,1606996.6350008433
12419,Regressão linear,1,214950.0,195348.66155590906
12420,Regressão linear,1,580000.0,587389.4300426864
12482,Regressão linear,1,770000.0,904106.8804570923
12581,Regressão linear,1,478000.0,465186.76856737945
13004,Regressão linear,1,490000.0,514804.3678380189
13345,Regressão linear,1,1100000.0,1010681.6580344426
13395,Regressão linear,1,230000.0,134436.21828801522
13740,Regressão linear,1,750000.0,819145.153119298
13845,Regressão linear,1,430000.0,349015.9014183556
14039,Regressão linear,1,622000.0,762405.6680096951
14528,Regressão linear,1,294000.0,269143.4897509463
14637,Regressão linear,1,415000.0,394019.30517974665
14818,Regressão linear,1,219900.0,46657.21265234024
15322,Regressão linear,1,999000.0,998072.5894531624
15495,Regressão linear,1,250000.0,163646.6062541022
15690,Regressão linear,1,407000.0,540605.0661450878
15852,Regressão linear,1,395000.0,476483.3518380813
15919,Regressão linear,1,299250.0,468819.5796620562
15951,Regressão linear,1,268950.0,116046.6440195156
16084,Regressão linear,1,465000.0,487984.5694048492
16441,Regressão linear,1,1220000.0,1345566.8806510854
16479,Regressão linear,1,675000.0,531296.2628880315
16555,Regressão linear,1,249900.0,126939.60936567903
16702,Regressão linear,1,704000.0,801935.7839790295
16958,Regressão linear,1,225000.0,216980.60776592413
17657,Regressão linear,1,820000.0,1434282.1459973552
18236,Regressão linear,1,315000.0,449210.3460962252
18448,Regressão linear,1,325000.0,305414.2979440145
18515,Regressão linear,1,564000.0,444695.4030656879
18590,Regressão linear,1,194250.0,265036.1699204499
19290,Regressão linear,1,447000.0,356475.13694711775
19404,Regressão linear,1,513000.0,560176.5208399137
19713,Regressão linear,1,345000.0,427333.80313485477
19744,Regressão linear,1,759990.0,666354.2437921325
19755,Regressão linear,1,569900.0,452292.59113951155
19941,Regressão linear,1,450000.0,456823.88241025346
19986,Regressão linear,1,1465000.0,852296.3960270681
20400,Regressão linear,1,306500.0,243518.86691867755
20535,Regressão linear,1,2950000.0,1368055.2013107585
20748,Regressão linear,1,395000.0,579360.1659021534
21133,Regressão linear,1,613000.0,520880.61566759844
21417,Regressão linear,1,598500.0,513179.113296857
1495,Regressão linear,1,495000.0,519879.1885768664
1700,Regressão linear,1,270000.0,207547.8351576918
2483,Regressão linear,1,543000.0,472474.29324440064
2785,Regressão linear,1,401000.0,310265.6780936593
2845,Regressão linear,1,1400000.0,1201129.9165464179
3160,Regressão linear,1,485000.0,587718.4961555584
3264,Regressão linear,1,556000.0,700916.5266359624
3835,Regressão linear,1,889000.0,898877.4308331928
4345,Regressão linear,1,230000.0,123250.53974857437
4649,Regressão linear,1,415900.0,306712.2764248222
5104,Regressão linear,1,569950.0,501030.91348469554
5314,Regressão linear,1,635000.0,1007270.9239574858
5775,Regressão linear,1,730000.0,733139.5445595129
6635,Regressão linear,1,400000.0,389760.70910285035
7057,Regressão linear,1,490000.0,741712.1424259479
7858,Regressão linear,1,475000.0,574322.4893266526
8294,Regressão linear,1,605000.0,698142.6270487591
8676,Regressão linear,1,380000.0,252293.36217927872
9044,Regressão linear,1,1348000.0,1102511.9161936722
10452,Regressão linear,1,655000.0,770874.9429075909
10653,Regressão linear,1,285000.0,271928.25027921953
11033,Regressão linear,1,903000.0,1132130.185268876
11227,Regressão linear,1,753000.0,668007.7377808456
13227,Regressão linear,1,370000.0,543192.9643035193
13228,Regressão linear,1,150000.0,168265.80036292595
13485,Regressão linear,1,470000.0,518795.6028773349
14174,Regressão linear,1,427500.0,531978.5129669538
15562,Regressão linear,1,730000.0,635227.8732946449
15625,Regressão linear,1,249950.0,236946.39711332502
16722,Regressão linear,1,340000.0,336368.89325485047
17209,Regressão linear,1,1450000.0,2180670.707771033
17552,Regressão linear,1,515000.0,576432.6865128565
19506,Regressão linear,1,565000.0,536232.6285025135
20246,Regressão linear,1,457000.0,484927.5814606511
20263,Regressão linear,1,575000.0,592241.6147760275
20405,Regressão linear,1,499000.0,445565.4796157732
21089,Regressão linear,1,359950.0,407413.3411045377
21116,Regressão linear,1,474950.0,485215.47723458096
21278,Regressão linear,1,335900.0,370846.2171070303
21595,Regressão linear,1,520000.0,509433.7182942962
2924,Regressão linear,1,353000.0,425004.8199286915
10094,Regressão linear,1,350000.0,405593.7712358402
13029,Regressão linear,1,644500.0,667895.5781641854
18148,Regressão linear,1,399000.0,336655.34617687226
21473,Regressão linear,1,1750000.0,1479885.4666816592
9158,Regressão linear,1,825000.0,756655.9670635208
25,Regressão linear,1,233000.0,279186.9885185241
86,Regressão linear,1,305000.0,407104.39296421484
702,Regressão linear,1,480000.0,510755.5908868043
1275,Regressão linear,1,363000.0,345319.3827060149
1528,Regressão linear,1,555000.0,537975.0440178338
1807,Regressão linear,1,930000.0,1256333.2320851975
2166,Regressão linear,1,265000.0,134025.43313114147
2191,Regressão linear,1,605000.0,768839.8294750623
2369,Regressão linear,1,674750.0,701482.2215444137
2575,Regressão linear,1,690000.0,758106.5261456913
2835,Regressão linear,1,697000.0,710279.7036438959
2850,Regressão linear,1,399950.0,425783.23087557487
3010,Regressão linear,1,210000.0,118245.40322495776
3388,Regressão linear,1,637000.0,665087.654329216
3413,Regressão linear,1,189000.0,101178.83768959512
3554,Regressão linear,1,277500.0,226759.89334197144
4188,Regressão linear,1,585000.0,559008.4165519519
4737,Regressão linear,1,425000.0,296466.23832105787
4741,Regressão linear,1,666000.0,689166.2425183249
4797,Regressão linear,1,369950.0,301217.3789192514
5074,Regressão linear,1,435000.0,384962.21659187594
6416,Regressão linear,1,238950.0,21169.94212505722
6634,Regressão linear,1,612000.0,638516.0777611183
6670,Regressão linear,1,1515000.0,1271341.8253043501
6780,Regressão linear,1,292000.0,344858.70248247776
6838,Regressão linear,1,508000.0,808696.9330927664
8086,Regressão linear,1,650000.0,635261.6413496969
8283,Regressão linear,1,296000.0,264224.1461363802
9236,Regressão linear,1,500000.0,627923.8997096408
9321,Regressão linear,1,290000.0,285698.0875862156
9326,Regressão linear,1,720000.0,776640.613538984
9463,Regressão linear,1,398500.0,544398.0832682269
9491,Regressão linear,1,365000.0,517879.62888146774
9542,Regressão linear,1,734000.0,815300.7358396931
9899,Regressão linear,1,599950.0,488169.3830831186
10024,Regressão linear,1,455000.0,429868.97416681924
10271,Regressão linear,1,426950.0,403914.936233345
10357,Regressão linear,1,334000.0,382944.7217273161
10517,Regressão linear,1,313000.0,244418.32738187857
10675,Regressão linear,1,257700.0,218040.86732679995
10841,Regressão linear,1,265000.0,188113.75624883926
11138,Regressão linear,1,825000.0,772713.4505338972
11675,Regressão linear,1,244000.0,305611.6217710405
11817,Regressão linear,1,250000.0,281981.91825742094
11913,Regressão linear,1,685000.0,783313.2163766361
12011,Regressão linear,1,395000.0,454072.5768946203
12093,Regressão linear,1,295000.0,131274.665757032
12152,Regressão linear,1,375000.0,291358.764072436
12383,Regressão linear,1,164000.0,46188.879880979366
13608,Regressão linear,1,447500.0,657561.2015408517
13679,Regressão linear,1,431000.0,400041.0506109475
13900,Regressão linear,1,772000.0,875088.5548538119
13981,Regressão linear,1,235000.0,184264.0798937892
13994,Regressão linear,1,370000.0,441218.68748985144
14322,Regressão linear,1,480000.0,325592.20604932366
14830,Regressão linear,1,465000.0,505062.3763592708
15532,Regressão linear,1,750500.0,796878.4938273857
17546,Regressão linear,1,337000.0,552056.4459441127
17645,Regressão linear,1,253000.0,180626.37347216927
18499,Regressão linear,1,550000.0,691107.288527985
18686,Regressão linear,1,699950.0,689622.1142631042
19090,Regressão linear,1,250000.0,203893.59410008145
19242,Regressão linear,1,435000.0,643959.2839046664
19267,Regressão linear,1,495000.0,659746.9273016256
19314,Regressão linear,1,316000.0,284783.2625556311
19741,Regressão linear,1,660000.0,494660.1825052439
19749,Regressão linear,1,379900.0,347755.81113364315
19926,Regressão linear,1,409950.0,414249.80575663934
20081,Regressão linear,1,599000.0,638764.8950582299
20082,Regressão linear,1,478000.0,521056.8803830556
20952,Regressão linear,1,549900.0,513135.8706160933
21242,Regressão linear,1,452000.0,350321.16382105055
21256,Regressão linear,1,249950.0,204023.2793525411
123,Regressão linear,1,445000.0,502173.53890413925
149,Regressão linear,1,511000.0,484917.11581271305
412,Regressão linear,1,632925.0,709936.0928254582
462,Regressão linear,1,230000.0,168112.73134343198
480,Regressão linear,1,378500.0,414084.74163329776
765,Regressão linear,1,560000.0,507040.27803242067
864,Regressão linear,1,280000.0,258213.70717905747
1338,Regressão linear,1,825000.0,793473.663849953
1643,Regressão linear,1,238000.0,220210.66277401696
1657,Regressão linear,1,400000.0,354491.0854262982
1747,Regressão linear,1,397000.0,451184.8200460074
1960,Regressão linear,1,800000.0,663812.759482418
2050,Regressão linear,1,235000.0,231954.53402681352
2476,Regressão linear,1,340000.0,376058.61835062894
2930,Regressão linear,1,295000.0,281813.3080891713
2987,Regressão linear,1,392000.0,302631.38227265456
3449,Regressão linear,1,546000.0,525098.0600535544
3497,Regressão linear,1,457500.0,449819.8342401087
4956,Regressão linear,1,611000.0,515530.59776816244
5310,Regressão linear,1,390000.0,435363.1943989521
5423,Regressão linear,1,665000.0,540516.7992952575
5804,Regressão linear,1,272000.0,176787.86315050462
5832,Regressão linear,1,280000.0,-113226.56144995452
6228,Regressão linear,1,380000.0,415676.20304577576
6278,Regressão linear,1,241000.0,98804.38479536265
6760,Regressão linear,1,339888.0,268551.0982984411
7684,Regressão linear,1,355000.0,374467.6740983024
7755,Regressão linear,1,390000.0,397737.8552438827
7918,Regressão linear,1,475000.0,429206.1420934849
8680,Regressão linear,1,690000.0,836405.6734556692
8915,Regressão linear,1,350000.0,439115.0769167328
8977,Regressão linear,1,398000.0,419483.81320514705
9577,Regressão linear,1,449500.0,362159.15305917704
10700,Regressão linear,1,274900.0,154687.50597385186
11053,Regressão linear,1,354000.0,557515.6597795696
11456,Regressão linear,1,300000.0,349293.51413933176
12608,Regressão linear,1,291000.0,381143.82361098373
12792,Regressão linear,1,495000.0,524935.5287750715
13000,Regressão linear,1,295000.0,296283.09839662747
13806,Regressão linear,1,325000.0,262753.2926284579
14035,Regressão linear,1,550000.0,522924.7748790532
14122,Regressão linear,1,380000.0,600324.0230133103
14269,Regressão linear,1,349000.0,346857.60519727954
14695,Regressão linear,1,380950.0,373545.74232735985
14717,Regressão linear,1,289000.0,350039.1819468984
14807,Regressão linear,1,410000.0,512245.9994226657
14841,Regressão linear,1,952000.0,1014308.5510077091
14949,Regressão linear,1,405000.0,343463.4774785598
15052,Regressão linear,1,429900.0,642301.4362086812
15176,Regressão linear,1,225000.0,133630.19854588725
15411,Regressão linear,1,502000.0,407342.1302473164
15535,Regressão linear,1,1047000.0,1249408.2809269854
15992,Regressão linear,1,509000.0,590145.9478010668
16239,Regressão linear,1,500000.0,679522.4481031523
16519,Regressão linear,1,425000.0,449948.35276110866
16609,Regressão linear,1,275000.0,255200.4044366898
16715,Regressão linear,1,239000.0,267704.5672293959
16861,Regressão linear,1,435000.0,569084.7829413386
18161,Regressão linear,1,660000.0,749703.0654792074
18300,Regressão linear,1,715000.0,780858.7590370872
18868,Regressão linear,1,925850.0,873964.2860186012
19044,Regressão linear,1,290000.0,348729.4272604417
19089,Regressão linear,1,299500.0,264392.1207574818
19312,Regressão linear,1,345000.0,230130.31689331273
19593,Regressão linear,1,257000.0,179336.66468330886
20285,Regressão linear,1,456500.0,457539.81357991655
20286,Regressão linear,1,382495.0,330172.97931436356
20438,Regressão linear,1,530000.0,645056.8759845006
20449,Regressão linear,1,294000.0,197818.61345746182
20682,Regressão linear,1,922755.0,871571.602001938
20981,Regressão linear,1,857326.0,905364.8376204658
75,Regressão linear,1,832500.0,852405.7099211991
191,Regressão linear,1,166950.0,106709.67619561183
315,Regressão linear,1,305000.0,305073.63190143043
449,Regressão linear,1,520000.0,592785.3406572023
513,Regressão linear,1,290000.0,287861.20248938934
523,Regressão linear,1,235000.0,208671.5632167065
528,Regressão linear,1,365000.0,310771.1929094016
611,Regressão linear,1,650000.0,728075.4201355997
1066,Regressão linear,1,140000.0,4654.275547279918
1101,Regressão linear,1,631000.0,671452.982897359
1210,Regressão linear,1,585000.0,518326.1374073068
1422,Regressão linear,1,799000.0,683124.3035913215
1634,Regressão linear,1,415000.0,657135.0527607207
1795,Regressão linear,1,503000.0,718230.5099712753
1973,Regressão linear,1,409000.0,365137.2934565422
1996,Regressão linear,1,194000.0,96232.00364967593
2099,Regressão linear,1,365000.0,302010.0461459893
2678,Regressão linear,1,462000.0,634045.7555877741
2860,Regressão linear,1,929000.0,1002826.144645011
3427,Regressão linear,1,732350.0,641470.8143915068
3766,Regressão linear,1,575000.0,819846.7062017379
4044,Regressão linear,1,269900.0,252965.8639858161
4109,Regressão linear,1,198500.0,204773.5982212822
4659,Regressão linear,1,302000.0,521646.52508763364
6005,Regressão linear,1,300000.0,182440.0820935918
6315,Regressão linear,1,239950.0,197609.34301127263
6445,Regressão linear,1,286285.0,248705.8197481415
7063,Regressão linear,1,319450.0,370019.8615781348
7380,Regressão linear,1,1070000.0,948338.659315642
7821,Regressão linear,1,599000.0,487928.8306161541
7822,Regressão linear,1,199950.0,128754.35113469543
8005,Regressão linear,1,865000.0,843733.3976860554
8458,Regressão linear,1,340000.0,449748.69272290985
8853,Regressão linear,1,560000.0,685417.1396565698
9031,Regressão linear,1,435000.0,499049.65510941064
9206,Regressão linear,1,525000.0,669023.5656658086
9485,Regressão linear,1,349170.0,331404.6449978222
9824,Regressão linear,1,372000.0,355599.20890893193
9874,Regressão linear,1,311000.0,216777.18709233255
10199,Regressão linear,1,682000.0,595512.7230078503
10213,Regressão linear,1,649000.0,788039.3129904146
10420,Regressão linear,1,740000.0,1093458.9954147642
10677,Regressão linear,1,300000.0,262980.06035815156
11052,Regressão linear,1,398000.0,360528.6944386384
11102,Regressão linear,1,300000.0,165728.12296941152
11104,Regressão linear,1,575000.0,557374.9628211043
11281,Regressão linear,1,710000.0,918396.0237979058
11344,Regressão linear,1,544300.0,474126.09827165585
11413,Regressão linear,1,1295000.0,1244112.5216171856
11587,Regressão linear,1,385000.0,273294.5370892107
12300,Regressão linear,1,741000.0,756693.557195213
12650,Regressão linear,1,1850000.0,1096538.158819361
12855,Regressão linear,1,435000.0,494816.3861478012
13498,Regressão linear,1,850000.0,825459.2981958836
13537,Regressão linear,1,200000.0,317491.0552761124
14230,Regressão linear,1,850000.0,707299.2352099135
14330,Regressão linear,1,405000.0,583540.6114119993
14733,Regressão linear,1,308500.0,237236.184421551
14802,Regressão linear,1,290000.0,417255.1465163339
14978,Regressão linear,1,475000.0,552565.287912301
14985,Regressão linear,1,635000.0,1031394.0319765646
15123,Regressão linear,1,320000.0,317455.64138790185
15406,Regressão linear,1,650000.0,596816.2548974968
16396,Regressão linear,1,616000.0,829193.5096930407
16894,Regressão linear,1,986000.0,803700.8017466639
17136,Regressão linear,1,290000.0,415552.7503212629
17563,Regressão linear,1,512500.0,779129.3480200057
17650,Regressão linear,1,496600.0,520477.21814177
18153,Regressão linear,1,373000.0,371906.927459803
18618,Regressão linear,1,355000.0,457991.5903491357
18871,Regressão linear,1,280000.0,56491.40448933147
18880,Regressão linear,1,239000.0,125467.03299693044
20565,Regressão linear,1,350000.0,398744.64007860655
21359,Regressão linear,1,924000.0,752516.4920469834
21442,Regressão linear,1,580000.0,513999.0239164424
21500,Regressão linear,1,443000.0,559944.1177243037
341,Regressão linear,1,684000.0,623691.1810464221
499,Regressão linear,1,437500.0,367434.7732664622
728,Regressão linear,1,328000.0,238377.55889758246
1049,Regressão linear,1,716500.0,831151.4623110259
1504,Regressão linear,1,1102030.0,1202554.6348001917
1510,Regressão linear,1,360000.0,381800.8141386344
1661,Regressão linear,1,331500.0,356463.42367541953
2374,Regressão linear,1,575000.0,610984.778155494
2686,Regressão linear,1,343000.0,302356.7609052109
2724,Regressão linear,1,390000.0,497924.9758631544
3551,Regressão linear,1,355000.0,425545.55372020416
4121,Regressão linear,1,635000.0,640098.0942625193
4128,Regressão linear,1,245000.0,186725.62099869284
4406,Regressão linear,1,2050000.0,1435216.3667790163
5146,Regressão linear,1,432000.0,428331.9594927255
5391,Regressão linear,1,345000.0,390191.810326449
5452,Regressão linear,1,299950.0,367748.6343159716
5519,Regressão linear,1,285000.0,313265.74498782284
5580,Regressão linear,1,353000.0,364039.5635311478
5589,Regressão linear,1,1880000.0,2182144.959653831
5703,Regressão linear,1,395000.0,428401.2898522948
5904,Regressão linear,1,416500.0,380514.04951480345
5980,Regressão linear,1,685000.0,711257.7530207185
6241,Regressão linear,1,280000.0,236165.8059162383
6263,Regressão linear,1,175000.0,151126.1765976805
6264,Regressão linear,1,560000.0,572472.8894000102
6532,Regressão linear,1,500000.0,531524.0222523522
6704,Regressão linear,1,203000.0,161738.70243417023
7268,Regressão linear,1,195000.0,131452.1354002036
7622,Regressão linear,1,481500.0,582632.4282899185
8261,Regressão linear,1,375000.0,371357.9536578017
8284,Regressão linear,1,193000.0,217025.64811515552
8318,Regressão linear,1,375000.0,290498.40124930744
8494,Regressão linear,1,338000.0,300206.04701046774
8524,Regressão linear,1,320000.0,287824.33430520544
8543,Regressão linear,1,445000.0,504476.3419054284
8819,Regressão linear,1,1005000.0,1021045.9605636445
9188,Regressão linear,1,144000.0,64925.53621388739
9271,Regressão linear,1,926500.0,821389.2789957889
9665,Regressão linear,1,195700.0,140625.46676923893
9734,Regressão linear,1,410000.0,392758.72544750787
10153,Regressão linear,1,985000.0,1375091.8201745972
10717,Regressão linear,1,555000.0,544845.8680624622
10833,Regressão linear,1,608700.0,638118.4773525228
11071,Regressão linear,1,420000.0,391093.7691723737
11079,Regressão linear,1,774000.0,808888.8808434178
11340,Regressão linear,1,1078500.0,1117555.1072989004
13035,Regressão linear,1,300000.0,222560.01805092423
13367,Regressão linear,1,610000.0,487470.0206025692
13596,Regressão linear,1,515000.0,553519.5270430229
13837,Regressão linear,1,465000.0,529974.6528919942
14195,Regressão linear,1,473600.0,419233.27110732347
14225,Regressão linear,1,310000.0,162682.50190390548
14297,Regressão linear,1,1500000.0,1361357.1621069969
14672,Regressão linear,1,274000.0,313163.70592020184
14836,Regressão linear,1,215500.0,150292.71078023224
15626,Regressão linear,1,390000.0,439898.9367709006
15646,Regressão linear,1,368000.0,501170.3086480311
15877,Regressão linear,1,282500.0,313565.7431677282
15926,Regressão linear,1,778000.0,854361.5099239892
16237,Regressão linear,1,216500.0,65061.81931736489
16659,Regressão linear,1,552321.0,574302.4892764029
16793,Regressão linear,1,465000.0,472817.9850008439
16932,Regressão linear,1,605125.0,444774.81770286884
17285,Regressão linear,1,735000.0,666152.7914036219
17587,Regressão linear,1,428950.0,490164.1504292947
17598,Regressão linear,1,160000.0,201527.1916068425
17668,Regressão linear,1,465000.0,553370.0491197922
17730,Regressão linear,1,515000.0,624435.3395962078
17925,Regressão linear,1,550000.0,541322.478912864
18166,Regressão linear,1,230000.0,117471.4077092926
18959,Regressão linear,1,315000.0,383789.6264833646
19266,Regressão linear,1,302000.0,233287.20225660875
19297,Regressão linear,1,1430800.0,953080.681027636
20284,Regressão linear,1,345000.0,260005.10141419532
20614,Regressão linear,1,308625.0,287206.6303284125
20864,Regressão linear,1,1275000.0,1104154.9635753455
21084,Regressão linear,1,680000.0,593371.7905479193
742,Regressão linear,1,740000.0,588029.8031819501
1193,Regressão linear,1,655000.0,629809.7956988824
1204,Regressão linear,1,179950.0,96584.77986951434
1442,Regressão linear,1,352950.0,493883.09846755734
1740,Regressão linear,1,785000.0,774095.3484008827
1806,Regressão linear,1,574000.0,670277.7208797911
2355,Regressão linear,1,1187500.0,1193015.82716974
2493,Regressão linear,1,195000.0,216952.51865216796
2880,Regressão linear,1,599950.0,724967.1278703203
3338,Regressão linear,1,1675000.0,1492841.5889546305
3381,Regressão linear,1,799950.0,865034.647321664
3496,Regressão linear,1,697000.0,786630.418933924
4046,Regressão linear,1,267000.0,164143.27973077507
4077,Regressão linear,1,875000.0,1669385.8102307825
4099,Regressão linear,1,875000.0,970137.0301431501
4857,Regressão linear,1,320000.0,398436.21522583003
4925,Regressão linear,1,245000.0,185058.8214372948
5416,Regressão linear,1,785000.0,790122.3743691943
5550,Regressão linear,1,227000.0,217870.7699214577
7354,Regressão linear,1,279900.0,308490.88428848493
7376,Regressão linear,1,295000.0,144516.2323913816
7385,Regressão linear,1,450000.0,772755.2482426335
7610,Regressão linear,1,449000.0,500723.082962826
7623,Regressão linear,1,224500.0,173669.87899478406
7910,Regressão linear,1,616000.0,743149.4616804059
8282,Regressão linear,1,245000.0,304316.2967340973
8402,Regressão linear,1,248000.0,152576.24611072673
8480,Regressão linear,1,808100.0,885667.3338236993
9648,Regressão linear,1,359950.0,392628.24147895875
9965,Regressão linear,1,485000.0,616589.2862714648
10247,Regressão linear,1,324360.0,346202.4364298099
10297,Regressão linear,1,440000.0,541263.5068209781
10564,Regressão linear,1,195000.0,204431.37366119394
11153,Regressão linear,1,515000.0,602204.6296026232
11430,Regressão linear,1,320000.0,364035.260247034
11617,Regressão linear,1,275000.0,74627.54631061916
11624,Regressão linear,1,614000.0,626023.6046162901
11664,Regressão linear,1,255000.0,200881.55839584896
11914,Regressão linear,1,429950.0,436396.1690596196
11986,Regressão linear,1,330000.0,463436.3137913696
12133,Regressão linear,1,650000.0,671983.2432414606
12427,Regressão linear,1,230000.0,245933.86682827194
12548,Regressão linear,1,442500.0,567458.6546819721
12603,Regressão linear,1,470950.0,599391.7198189169
12895,Regressão linear,1,645000.0,738500.3636637817
13155,Regressão linear,1,456000.0,553970.4408465053
13237,Regressão linear,1,429000.0,196481.53059471643
13283,Regressão linear,1,415000.0,600991.0221108171
13464,Regressão linear,1,790000.0,781998.783373941
13696,Regressão linear,1,240000.0,231085.09817903824
14008,Regressão linear,1,129000.0,-5505.659187622718
14110,Regressão linear,1,407185.0,376100.4130875863
14142,Regressão linear,1,290000.0,218246.02662609358
14428,Regressão linear,1,980000.0,1123671.8485897237
15360,Regressão linear,1,707500.0,656594.1607134638
15393,Regressão linear,1,421000.0,351351.31407244387
15432,Regressão linear,1,660000.0,647780.6727020014
15550,Regressão linear,1,339950.0,540544.9871587467
15663,Regressão linear,1,185000.0,108002.36515951052
15703,Regressão linear,1,465000.0,472097.30265817035
16063,Regressão linear,1,278000.0,192425.69880474109
16868,Regressão linear,1,590000.0,623915.1688207281
17292,Regressão linear,1,379770.0,375782.2275351875
17505,Regressão linear,1,982000.0,783033.5279469001
17886,Regressão linear,1,217000.0,101655.80691121251
18607,Regressão linear,1,1156000.0,1289069.5322534535
18697,Regressão linear,1,335000.0,420755.8133319139
19110,Regressão linear,1,715000.0,649721.6242323979
19493,Regressão linear,1,370000.0,392483.29294804885
19997,Regressão linear,1,287000.0,162702.88162525877
20590,Regressão linear,1,445000.0,668189.3219372436
20973,Regressão linear,1,1242000.0,1402092.216324578
21169,Regressão linear,1,855000.0,894380.5021836692
2790,Regressão linear,1,1610000.0,1218477.0056101857
4920,Regressão linear,1,450000.0,452871.0349387339
8346,Regressão linear,1,325000.0,360420.2568677295
12597,Regressão linear,1,313999.0,228003.85667164723
20365,Regressão linear,1,310000.0,305431.5146270897
4204,Regressão linear,1,373000.0,549455.9738512952
8444,Regressão linear,1,607000.0,624349.158947268
15676,Regressão linear,1,346000.0,335751.51789323415
