source_row,fold,role
19545,1,train
19859,1,train
20203,1,train
20606,1,train
21594,1,train
1551,1,train
3550,1,train
6769,1,train
11770,1,train
16059,1,train
18437,1,train
3513,1,train
6352,1,train
8664,1,train
13064,1,train
256,1,train
798,1,train
1030,1,train
1164,1,train
1323,1,train
2590,1,train
2648,1,train
2847,1,train
2928,1,train
2951,1,train
3123,1,train
3236,1,train
3252,1,train
3439,1,train
3742,1,train
3760,1,train
4746,1,train
5290,1,train
5705,1,train
5991,1,train
6062,1,train
6253,1,train
6292,1,train
6577,1,train
6847,1,train
6860,1,train
7409,1,train
7669,1,train
8565,1,train
8592,1,train
9555,1,train
9593,1,train
9636,1,train
10104,1,train
10285,1,train
10454,1,train
10527,1,train
10877,1,train
10886,1,train
11076,1,train
11411,1,train
11434,1,train
11660,1,train
11991,1,train
12080,1,train
12610,1,train
12617,1,train
12898,1,train
12904,1,train
13137,1,train
13540,1,train
13635,1,train
13714,1,train
13816,1,train
13848,1,train
14158,1,train
14348,1,train
14490,1,train
14680,1,train
15248,1,train
15404,1,train
15748,1,train
16336,1,train
16446,1,train
16985,1,train
17190,1,train
17331,1,train
17478,1,train
17865,1,train
18116,1,train
18411,1,train
18477,1,train
18734,1,train
18823,1,train
19220,1,train
19391,1,train
19938,1,train
19988,1,train
20271,1,train
20859,1,train
21292,1,train
21474,1,train
21563,1,train
62,1,train
348,1,train
591,1,train
622,1,train
882,1,train
1064,1,train
1609,1,train
1751,1,train
1891,1,train
1934,1,train
2265,1,train
2390,1,train
2838,1,train
3255,1,train
3462,1,train
3476,1,train
3485,1,train
3824,1,train
4156,1,train
4279,1,train
4322,1,train
4327,1,train
4623,1,train
4721,1,train
5116,1,train
5474,1,train
5596,1,train
5840,1,train
6329,1,train
6477,1,train
6629,1,train
6842,1,train
7051,1,train
7308,1,train
7402,1,train
7861,1,train
7897,1,train
8080,1,train
8331,1,train
8455,1,train
8478,1,train
8505,1,train
8925,1,train
9118,1,train
9688,1,train
9847,1,train
10624,1,train
10655,1,train
10943,1,train
11360,1,train
11547,1,train
11751,1,train
11780,1,train
12058,1,train
12485,1,train
12716,1,train
13408,1,train
13415,1,train
13709,1,train
13721,1,train
14134,1,train
14268,1,train
14402,1,train
14669,1,train
15096,1,train
15366,1,train
15760,1,train
15866,1,train
15884,1,train
16611,1,train
16627,1,train
16912,1,train
16991,1,train
17306,1,train
17658,1,train
17740,1,train
17816,1,train
18097,1,train
18538,1,train
18670,1,train
18772,1,train
18860,1,train
19708,1,train
19779,1,train
19982,1,train
20035,1,train
20920,1,train
21093,1,train
21195,1,train
21351,1,train
292,1,train
568,1,train
583,1,train
813,1,train
856,1,train
942,1,train
1001,1,train
1051,1,train
1459,1,train
1584,1,train
2004,1,train
2394,1,train
3107,1,train
3618,1,train
3694,1,train
3989,1,train
4093,1,train
4447,1,train
4681,1,train
5120,1,train
5204,1,train
5539,1,train
5817,1,train
5924,1,train
6734,1,train
6866,1,train
6867,1,train
6989,1,train
7117,1,train
7236,1,train
7486,1,train
7592,1,train
7824,1,train
7842,1,train
8403,1,train
8597,1,train
8848,1,train
9672,1,train
10036,1,train
10507,1,train
10689,1,train
10898,1,train
10938,1,train
11338,1,train
11521,1,train
11544,1,train
11631,1,train
11852,1,train
11870,1,train
12423,1,train
12442,1,train
12886,1,train
13083,1,train
13883,1,train
13927,1,train
14684,1,train
15040,1,train
15177,1,train
15311,1,train
15546,1,train
15582,1,train
15743,1,train
15956,1,train
16026,1,train
16550,1,train
16665,1,train
16824,1,train
17166,1,train
17967,1,train
18071,1,train
18185,1,train
18276,1,train
18293,1,train
18854,1,train
18968,1,train
19101,1,train
19776,1,train
20157,1,train
20259,1,train
219,1,train
311,1,train
321,1,train
916,1,train
1246,1,train
1913,1,train
2216,1,train
2228,1,train
2414,1,train
3149,1,train
3722,1,train
4152,1,train
4295,1,train
4986,1,train
5106,1,train
5156,1,train
5328,1,train
5358,1,train
5369,1,train
5403,1,train
5682,1,train
5951,1,train
5960,1,train
6804,1,train
6899,1,train
7170,1,train
8190,1,train
8754,1,train
9092,1,train
9325,1,train
9527,1,train
9552,1,train
10426,1,train
10825,1,train
10850,1,train
11561,1,train
11825,1,train
11849,1,train
12050,1,train
12447,1,train
12830,1,train
13277,1,train
13329,1,train
13371,1,train
13501,1,train
13536,1,train
14005,1,train
14113,1,train
14219,1,train
14387,1,train
14609,1,train
14797,1,train
14860,1,train
15156,1,train
15585,1,train
15978,1,train
16235,1,train
16240,1,train
16595,1,train
16843,1,train
17100,1,train
17271,1,train
17470,1,train
17813,1,train
17988,1,train
18285,1,train
18491,1,train
18679,1,train
18844,1,train
19247,1,train
19324,1,train
19449,1,train
19786,1,train
21220,1,train
21228,1,train
261,1,train
759,1,train
1231,1,train
1322,1,train
1592,1,train
2385,1,train
2387,1,train
3522,1,train
3702,1,train
3716,1,train
3846,1,train
3932,1,train
5711,1,train
5885,1,train
5901,1,train
5999,1,train
6422,1,train
6707,1,train
6840,1,train
7014,1,train
7496,1,train
7538,1,train
7703,1,train
7924,1,train
9272,1,train
9382,1,train
10239,1,train
10325,1,train
10337,1,train
10405,1,train
10616,1,train
10987,1,train
11420,1,train
11698,1,train
11702,1,train
11826,1,train
12017,1,train
12807,1,train
13213,1,train
14313,1,train
14634,1,train
14759,1,train
14791,1,train
15480,1,train
16002,1,train
16488,1,train
17188,1,train
17465,1,train
17488,1,train
17770,1,train
18348,1,train
20000,1,train
20065,1,train
20073,1,train
20198,1,train
20412,1,train
20514,1,train
20918,1,train
8767,1,train
13705,1,train
14417,1,train
17267,1,train
21232,1,train
12703,1,validation
13389,1,validation
13743,1,validation
16438,1,validation
101,1,validation
264,1,validation
326,1,validation
377,1,validation
483,1,validation
559,1,validation
1333,1,validation
1473,1,validation
1556,1,validation
1678,1,validation
1765,1,validation
2140,1,validation
2247,1,validation
2275,1,validation
2402,1,validation
2411,1,validation
2584,1,validation
3230,1,validation
3680,1,validation
3870,1,validation
4305,1,validation
4468,1,validation
4792,1,validation
5389,1,validation
5533,1,validation
6045,1,validation
6108,1,validation
6678,1,validation
6795,1,validation
6936,1,validation
7003,1,validation
7381,1,validation
7807,1,validation
8414,1,validation
8456,1,validation
8624,1,validation
8656,1,validation
9341,1,validation
10148,1,validation
10223,1,validation
10295,1,validation
10437,1,validation
10536,1,validation
11075,1,validation
11381,1,validation
11583,1,validation
11679,1,validation
11732,1,validation
11918,1,validation
12019,1,validation
12059,1,validation
12853,1,validation
12890,1,validation
12951,1,validation
13238,1,validation
13772,1,validation
14169,1,validation
14544,1,validation
14589,1,validation
14777,1,validation
14896,1,validation
14980,1,validation
15208,1,validation
15543,1,validation
15683,1,validation
15740,1,validation
15823,1,validation
15968,1,validation
15997,1,validation
16010,1,validation
16191,1,validation
16796,1,validation
16820,1,validation
17115,1,validation
17117,1,validation
17191,1,validation
17461,1,validation
17522,1,validation
17656,1,validation
17814,1,validation
17924,1,validation
18049,1,validation
18441,1,validation
18522,1,validation
18615,1,validation
18684,1,validation
18962,1,validation
19059,1,validation
19522,1,validation
19970,1,validation
20461,1,validation
20580,1,validation
21033,1,validation
21370,1,validation
43,1,validation
82,1,validation
114,1,validation
430,1,validation
560,1,validation
970,1,validation
1252,1,validation
1373,1,validation
1624,1,validation
2356,1,validation
2593,1,validation
3003,1,validation
3054,1,validation
3131,1,validation
3175,1,validation
3304,1,validation
3343,1,validation
3469,1,validation
3483,1,validation
3686,1,validation
4375,1,validation
4476,1,validation
4567,1,validation
4853,1,validation
5276,1,validation
5313,1,validation
5629,1,validation
5636,1,validation
5675,1,validation
6051,1,validation
6096,1,validation
6117,1,validation
6168,1,validation
6306,1,validation
6366,1,validation
6616,1,validation
6755,1,validation
6976,1,validation
7097,1,validation
7133,1,validation
7197,1,validation
7289,1,validation
7334,1,validation
7887,1,validation
8020,1,validation
8073,1,validation
8612,1,validation
8629,1,validation
8673,1,validation
8744,1,validation
9075,1,validation
9194,1,validation
9312,1,validation
9338,1,validation
9620,1,validation
9713,1,validation
9753,1,validation
9974,1,validation
10065,1,validation
10144,1,validation
10280,1,validation
10345,1,validation
10384,1,validation
10500,1,validation
11014,1,validation
11372,1,validation
11412,1,validation
11439,1,validation
11462,1,validation
11526,1,validation
12396,1,validation
12563,1,validation
12566,1,validation
12576,1,validation
12620,1,validation
12658,1,validation
13500,1,validation
13527,1,validation
14038,1,validation
14226,1,validation
14278,1,validation
14454,1,validation
14699,1,validation
14907,1,validation
15229,1,validation
15290,1,validation
15490,1,validation
15578,1,validation
15815,1,validation
16247,1,validation
16429,1,validation
16599,1,validation
16881,1,validation
16884,1,validation
16905,1,validation
17064,1,validation
17265,1,validation
17333,1,validation
17560,1,validation
17621,1,validation
17796,1,validation
17939,1,validation
18574,1,validation
18604,1,validation
18722,1,validation
18826,1,validation
18891,1,validation
19069,1,validation
19107,1,validation
19526,1,validation
20144,1,validation
20219,1,validation
20305,1,validation
20906,1,validation
20954,1,validation
21243,1,validation
21323,1,validation
516,1,validation
820,1,validation
1146,1,validation
1628,1,validation
1639,1,validation
1676,1,validation
1682,1,validation
2190,1,validation
2231,1,validation
2687,1,validation
2777,1,validation
3215,1,validation
3546,1,validation
3731,1,validation
3762,1,validation
3875,1,validation
4098,1,validation
4241,1,validation
4350,1,validation
4417,1,validation
4424,1,validation
4602,1,validation
5075,1,validation
5256,1,validation
5723,1,validation
5820,1,validation
6129,1,validation
6413,1,validation
6587,1,validation
7282,1,validation
7344,1,validation
7419,1,validation
7839,1,validation
7869,1,validation
7993,1,validation
8202,1,validation
8243,1,validation
8306,1,validation
9123,1,validation
9421,1,validation
9606,1,validation
9881,1,validation
9912,1,validation
10973,1,validation
11357,1,validation
11361,1,validation
11573,1,validation
11689,1,validation
12094,1,validation
12104,1,validation
12319,1,validation
12527,1,validation
13288,1,validation
13425,1,validation
13797,1,validation
13894,1,validation
13922,1,validation
14231,1,validation
15161,1,validation
15442,1,validation
15707,1,validation
15780,1,validation
16272,1,validation
16597,1,validation
16610,1,validation
16633,1,validation
16695,1,validation
16962,1,validation
17000,1,validation
17384,1,validation
17444,1,validation
17745,1,validation
17804,1,validation
17885,1,validation
18039,1,validation
18108,1,validation
18189,1,validation
18379,1,validation
18572,1,validation
18639,1,validation
19239,1,validation
19421,1,validation
19540,1,validation
19647,1,validation
19725,1,validation
19739,1,validation
20119,1,validation
20132,1,validation
20500,1,validation
20544,1,validation
20820,1,validation
21149,1,validation
21218,1,validation
148,1,validation
493,1,validation
541,1,validation
1240,1,validation
1312,1,validation
1625,1,validation
2209,1,validation
2312,1,validation
2475,1,validation
3370,1,validation
3432,1,validation
3494,1,validation
3826,1,validation
3902,1,validation
4160,1,validation
4277,1,validation
4829,1,validation
4888,1,validation
5037,1,validation
5198,1,validation
5540,1,validation
5621,1,validation
5744,1,validation
5830,1,validation
6190,1,validation
6561,1,validation
7271,1,validation
7423,1,validation
8473,1,validation
8640,1,validation
9398,1,validation
9860,1,validation
9893,1,validation
10025,1,validation
10031,1,validation
10294,1,validation
10360,1,validation
10387,1,validation
10789,1,validation
11063,1,validation
11160,1,validation
11497,1,validation
11829,1,validation
12419,1,validation
12420,1,validation
12482,1,validation
12581,1,validation
13004,1,validation
13345,1,validation
13395,1,validation
13740,1,validation
13845,1,validation
14039,1,validation
14528,1,validation
14637,1,validation
14818,1,validation
15322,1,validation
15495,1,validation
15690,1,validation
15852,1,validation
15919,1,validation
15951,1,validation
16084,1,validation
16441,1,validation
16479,1,validation
16555,1,validation
16702,1,validation
16958,1,validation
17657,1,validation
18236,1,validation
18448,1,validation
18515,1,validation
18590,1,validation
19290,1,validation
19404,1,validation
19713,1,validation
19744,1,validation
19755,1,validation
19941,1,validation
19986,1,validation
20400,1,validation
20535,1,validation
20748,1,validation
21133,1,validation
21417,1,validation
1495,1,validation
1700,1,validation
2483,1,validation
2785,1,validation
2845,1,validation
3160,1,validation
3264,1,validation
3835,1,validation
4345,1,validation
4649,1,validation
5104,1,validation
5314,1,validation
5775,1,validation
6635,1,validation
7057,1,validation
7858,1,validation
8294,1,validation
8676,1,validation
9044,1,validation
10452,1,validation
10653,1,validation
11033,1,validation
11227,1,validation
13227,1,validation
13228,1,validation
13485,1,validation
14174,1,validation
15562,1,validation
15625,1,validation
16722,1,validation
17209,1,validation
17552,1,validation
19506,1,validation
20246,1,validation
20263,1,validation
20405,1,validation
21089,1,validation
21116,1,validation
21278,1,validation
21595,1,validation
2924,1,validation
10094,1,validation
13029,1,validation
18148,1,validation
21473,1,validation
9158,1,validation
25,1,validation
86,1,validation
702,1,validation
1275,1,validation
1528,1,validation
1807,1,validation
2166,1,validation
2191,1,validation
2369,1,validation
2575,1,validation
2835,1,validation
2850,1,validation
3010,1,validation
3388,1,validation
3413,1,validation
3554,1,validation
4188,1,validation
4737,1,validation
4741,1,validation
4797,1,validation
5074,1,validation
6416,1,validation
6634,1,validation
6670,1,validation
6780,1,validation
6838,1,validation
8086,1,validation
8283,1,validation
9236,1,validation
9321,1,validation
9326,1,validation
9463,1,validation
9491,1,validation
9542,1,validation
9899,1,validation
10024,1,validation
10271,1,validation
10357,1,validation
10517,1,validation
10675,1,validation
10841,1,validation
11138,1,validation
11675,1,validation
11817,1,validation
11913,1,validation
12011,1,validation
12093,1,validation
12152,1,validation
12383,1,validation
13608,1,validation
13679,1,validation
13900,1,validation
13981,1,validation
13994,1,validation
14322,1,validation
14830,1,validation
15532,1,validation
17546,1,validation
17645,1,validation
18499,1,validation
18686,1,validation
19090,1,validation
19242,1,validation
19267,1,validation
19314,1,validation
19741,1,validation
19749,1,validation
19926,1,validation
20081,1,validation
20082,1,validation
20952,1,validation
21242,1,validation
21256,1,validation
123,1,validation
149,1,validation
412,1,validation
462,1,validation
480,1,validation
765,1,validation
864,1,validation
1338,1,validation
1643,1,validation
1657,1,validation
1747,1,validation
1960,1,validation
2050,1,validation
2476,1,validation
2930,1,validation
2987,1,validation
3449,1,validation
3497,1,validation
4956,1,validation
5310,1,validation
5423,1,validation
5804,1,validation
5832,1,validation
6228,1,validation
6278,1,validation
6760,1,validation
7684,1,validation
7755,1,validation
7918,1,validation
8680,1,validation
8915,1,validation
8977,1,validation
9577,1,validation
10700,1,validation
11053,1,validation
11456,1,validation
12608,1,validation
12792,1,validation
13000,1,validation
13806,1,validation
14035,1,validation
14122,1,validation
14269,1,validation
14695,1,validation
14717,1,validation
14807,1,validation
14841,1,validation
14949,1,validation
15052,1,validation
15176,1,validation
15411,1,validation
15535,1,validation
15992,1,validation
16239,1,validation
16519,1,validation
16609,1,validation
16715,1,validation
16861,1,validation
18161,1,validation
18300,1,validation
18868,1,validation
19044,1,validation
19089,1,validation
19312,1,validation
19593,1,validation
20285,1,validation
20286,1,validation
20438,1,validation
20449,1,validation
20682,1,validation
20981,1,validation
75,1,validation
191,1,validation
315,1,validation
449,1,validation
513,1,validation
523,1,validation
528,1,validation
611,1,validation
1066,1,validation
1101,1,validation
1210,1,validation
1422,1,validation
1634,1,validation
1795,1,validation
1973,1,validation
1996,1,validation
2099,1,validation
2678,1,validation
2860,1,validation
3427,1,validation
3766,1,validation
4044,1,validation
4109,1,validation
4659,1,validation
6005,1,validation
6315,1,validation
6445,1,validation
7063,1,validation
7380,1,validation
7821,1,validation
7822,1,validation
8005,1,validation
8458,1,validation
8853,1,validation
9031,1,validation
9206,1,validation
9485,1,validation
9824,1,validation
9874,1,validation
10199,1,validation
10213,1,validation
10420,1,validation
10677,1,validation
11052,1,validation
11102,1,validation
11104,1,validation
11281,1,validation
11344,1,validation
11413,1,validation
11587,1,validation
12300,1,validation
12650,1,validation
12855,1,validation
13498,1,validation
13537,1,validation
14230,1,validation
14330,1,validation
14733,1,validation
14802,1,validation
14978,1,validation
14985,1,validation
15123,1,validation
15406,1,validation
16396,1,validation
16894,1,validation
17136,1,validation
17563,1,validation
17650,1,validation
18153,1,validation
18618,1,validation
18871,1,validation
18880,1,validation
20565,1,validation
21359,1,validation
21442,1,validation
21500,1,validation
341,1,validation
499,1,validation
728,1,validation
1049,1,validation
1504,1,validation
1510,1,validation
1661,1,validation
2374,1,validation
2686,1,validation
2724,1,validation
3551,1,validation
4121,1,validation
4128,1,validation
4406,1,validation
5146,1,validation
5391,1,validation
5452,1,validation
5519,1,validation
5580,1,validation
5589,1,validation
5703,1,validation
5904,1,validation
5980,1,validation
6241,1,validation
6263,1,validation
6264,1,validation
6532,1,validation
6704,1,validation
7268,1,validation
7622,1,validation
8261,1,validation
8284,1,validation
8318,1,validation
8494,1,validation
8524,1,validation
8543,1,validation
8819,1,validation
9188,1,validation
9271,1,validation
9665,1,validation
9734,1,validation
10153,1,validation
10717,1,validation
10833,1,validation
11071,1,validation
11079,1,validation
11340,1,validation
13035,1,validation
13367,1,validation
13596,1,validation
13837,1,validation
14195,1,validation
14225,1,validation
14297,1,validation
14672,1,validation
14836,1,validation
15626,1,validation
15646,1,validation
15877,1,validation
15926,1,validation
16237,1,validation
16659,1,validation
16793,1,validation
16932,1,validation
17285,1,validation
17587,1,validation
17598,1,validation
17668,1,validation
17730,1,validation
17925,1,validation
18166,1,validation
18959,1,validation
19266,1,validation
19297,1,validation
20284,1,validation
20614,1,validation
20864,1,validation
21084,1,validation
742,1,validation
1193,1,validation
1204,1,validation
1442,1,validation
1740,1,validation
1806,1,validation
2355,1,validation
2493,1,validation
2880,1,validation
3338,1,validation
3381,1,validation
3496,1,validation
4046,1,validation
4077,1,validation
4099,1,validation
4857,1,validation
4925,1,validation
5416,1,validation
5550,1,validation
7354,1,validation
7376,1,validation
7385,1,validation
7610,1,validation
7623,1,validation
7910,1,validation
8282,1,validation
8402,1,validation
8480,1,validation
9648,1,validation
9965,1,validation
10247,1,validation
10297,1,validation
10564,1,validation
11153,1,validation
11430,1,validation
11617,1,validation
11624,1,validation
11664,1,validation
11914,1,validation
11986,1,validation
12133,1,validation
12427,1,validation
12548,1,validation
12603,1,validation
12895,1,validation
13155,1,validation
13237,1,validation
13283,1,validation
13464,1,validation
13696,1,validation
14008,1,validation
14110,1,validation
14142,1,validation
14428,1,validation
15360,1,validation
15393,1,validation
15432,1,validation
15550,1,validation
15663,1,validation
15703,1,validation
16063,1,validation
16868,1,validation
17292,1,validation
17505,1,validation
17886,1,validation
18607,1,validation
18697,1,validation
19110,1,validation
19493,1,validation
19997,1,validation
20590,1,validation
20973,1,validation
21169,1,validation
2790,1,validation
4920,1,validation
8346,1,validation
12597,1,validation
20365,1,validation
4204,1,validation
8444,1,validation
15676,1,validation
30,1,validation
33,1,validation
446,1,validation
891,1,validation
1100,1,validation
1136,1,validation
1265,1,validation
1492,1,validation
2080,1,validation
2346,1,validation
2350,1,validation
2397,1,validation
2818,1,validation
3460,1,validation
4439,1,validation
4466,1,validation
4698,1,validation
5046,1,validation
5520,1,validation
5535,1,validation
5965,1,validation
7047,1,validation
7885,1,validation
8399,1,validation
8534,1,validation
8536,1,validation
9915,1,validation
10126,1,validation
10149,1,validation
10184,1,validation
10348,1,validation
11334,1,validation
11425,1,validation
11481,1,validation
11570,1,validation
11677,1,validation
11749,1,validation
12692,1,validation
12733,1,validation
12823,1,validation
12877,1,validation
13063,1,validation
13116,1,validation
13136,1,validation
13157,1,validation
13339,1,validation
13423,1,validation
13674,1,validation
13879,1,validation
14086,1,validation
14190,1,validation
14444,1,validation
14937,1,validation
15026,1,validation
15039,1,validation
15136,1,validation
15459,1,validation
15501,1,validation
15907,1,validation
15952,1,validation
15953,1,validation
16424,1,validation
16545,1,validation
16567,1,validation
16623,1,validation
16727,1,validation
16914,1,validation
17050,1,validation
17406,1,validation
17494,1,validation
17795,1,validation
18479,1,validation
18816,1,validation
19054,1,validation
19754,1,validation
19792,1,validation
20788,1,validation
20799,1,validation
21038,1,validation
21315,1,validation
196,1,validation
385,1,validation
886,1,validation
1799,1,validation
1893,1,validation
2238,1,validation
2694,1,validation
2826,1,validation
2836,1,validation
2920,1,validation
3214,1,validation
3340,1,validation
4113,1,validation
4475,1,validation
4635,1,validation
4861,1,validation
5562,1,validation
6006,1,validation
6900,1,validation
6987,1,validation
7364,1,validation
9800,1,validation
10095,1,validation
10992,1,validation
11211,1,validation
11966,1,validation
12970,1,validation
13027,1,validation
13660,1,validation
14679,1,validation
15010,1,validation
15869,1,validation
16651,1,validation
16857,1,validation
16908,1,validation
16973,1,validation
16997,1,validation
17183,1,validation
17346,1,validation
17713,1,validation
18111,1,validation
19299,1,validation
19361,1,validation
20027,1,validation
20426,1,validation
20855,1,validation
21231,1,validation
21336,1,validation
21575,1,validation
201,1,validation
464,1,validation
960,1,validation
1229,1,validation
1346,1,validation
1586,1,validation
1652,1,validation
1964,1,validation
2235,1,validation
2256,1,validation
2529,1,validation
2562,1,validation
3786,1,validation
3996,1,validation
4144,1,validation
4333,1,validation
4416,1,validation
4469,1,validation
4717,1,validation
4900,1,validation
4903,1,validation
5039,1,validation
5093,1,validation
5802,1,validation
5877,1,validation
6323,1,validation
7326,1,validation
7503,1,validation
8002,1,validation
8912,1,validation
9152,1,validation
9353,1,validation
9627,1,validation
10287,1,validation
10780,1,validation
11055,1,validation
11083,1,validation
11306,1,validation
11540,1,validation
11807,1,validation
11988,1,validation
12035,1,validation
12070,1,validation
12211,1,validation
13048,1,validation
13134,1,validation
13161,1,validation
13956,1,validation
13982,1,validation
14080,1,validation
14136,1,validation
14606,1,validation
15087,1,validation
15390,1,validation
15975,1,validation
16334,1,validation
16582,1,validation
17337,1,validation
17392,1,validation
17648,1,validation
18012,1,validation
18260,1,validation
18400,1,validation
18440,1,validation
18523,1,validation
18589,1,validation
18596,1,validation
19100,1,validation
19249,1,validation
19502,1,validation
19650,1,validation
19785,1,validation
20250,1,validation
20586,1,validation
20956,1,validation
21091,1,validation
21177,1,validation
21190,1,validation
21325,1,validation
21354,1,validation
21477,1,validation
21582,1,validation
158,1,validation
277,1,validation
472,1,validation
661,1,validation
738,1,validation
771,1,validation
859,1,validation
1201,1,validation
1215,1,validation
1248,1,validation
1267,1,validation
1603,1,validation
1975,1,validation
1979,1,validation
2617,1,validation
3306,1,validation
3595,1,validation
3758,1,validation
3808,1,validation
4141,1,validation
4603,1,validation
4605,1,validation
4716,1,validation
4766,1,validation
5470,1,validation
5646,1,validation
5759,1,validation
5776,1,validation
6209,1,validation
6282,1,validation
6743,1,validation
6921,1,validation
7468,1,validation
7774,1,validation
8103,1,validation
8221,1,validation
8237,1,validation
8332,1,validation
8457,1,validation
8504,1,validation
8780,1,validation
8875,1,validation
9019,1,validation
9374,1,validation
9549,1,validation
9738,1,validation
9890,1,validation
9891,1,validation
10492,1,validation
10687,1,validation
10755,1,validation
10762,1,validation
10852,1,validation
10876,1,validation
10882,1,validation
10893,1,validation
11021,1,validation
11190,1,validation
11531,1,validation
11783,1,validation
11819,1,validation
11964,1,validation
11973,1,validation
12032,1,validation
12120,1,validation
12281,1,validation
12355,1,validation
12405,1,validation
12709,1,validation
12875,1,validation
13730,1,validation
14060,1,validation
14275,1,validation
14766,1,validation
15061,1,validation
15301,1,validation
15493,1,validation
15569,1,validation
15791,1,validation
15874,1,validation
16014,1,validation
16570,1,validation
17308,1,validation
17557,1,validation
17701,1,validation
18465,1,validation
18593,1,validation
18660,1,validation
18750,1,validation
18908,1,validation
19957,1,validation
19990,1,validation
20217,1,validation
20244,1,validation
20356,1,validation
20573,1,validation
21040,1,validation
21419,1,validation
21483,1,validation
21588,1,validation
85,1,validation
426,1,validation
518,1,validation
895,1,validation
1259,1,validation
1828,1,validation
1997,1,validation
2085,1,validation
2310,1,validation
2408,1,validation
2915,1,validation
3094,1,validation
3360,1,validation
4165,1,validation
4170,1,validation
4192,1,validation
4412,1,validation
5338,1,validation
6029,1,validation
6486,1,validation
6654,1,validation
7060,1,validation
7781,1,validation
7798,1,validation
8204,1,validation
9313,1,validation
9595,1,validation
9609,1,validation
10061,1,validation
10236,1,validation
10816,1,validation
11208,1,validation
11509,1,validation
12091,1,validation
12177,1,validation
12198,1,validation
12224,1,validation
12489,1,validation
12878,1,validation
13255,1,validation
13767,1,validation
13897,1,validation
14458,1,validation
14879,1,validation
15049,1,validation
15185,1,validation
16453,1,validation
16596,1,validation
17061,1,validation
17442,1,validation
17781,1,validation
18052,1,validation
18090,1,validation
18306,1,validation
18345,1,validation
18366,1,validation
18390,1,validation
18989,1,validation
19140,1,validation
19143,1,validation
19225,1,validation
19640,1,validation
19738,1,validation
19750,1,validation
19828,1,validation
20529,1,validation
20607,1,validation
20758,1,validation
21025,1,validation
2734,1,validation
4071,1,validation
10993,1,validation
12368,1,validation
178,1,validation
554,1,validation
584,1,validation
650,1,validation
1256,1,validation
1543,1,validation
2107,1,validation
2135,1,validation
3023,1,validation
3121,1,validation
3190,1,validation
3816,1,validation
4367,1,validation
4435,1,validation
4503,1,validation
4613,1,validation
4780,1,validation
6658,1,validation
6820,1,validation
7082,1,validation
7667,1,validation
7731,1,validation
7987,1,validation
8093,1,validation
8278,1,validation
8305,1,validation
8477,1,validation
9064,1,validation
9435,1,validation
9566,1,validation
9698,1,validation
9962,1,validation
10479,1,validation
10821,1,validation
10840,1,validation
10972,1,validation
11050,1,validation
11327,1,validation
11718,1,validation
11811,1,validation
11943,1,validation
12051,1,validation
12326,1,validation
12335,1,validation
12504,1,validation
12730,1,validation
13306,1,validation
13753,1,validation
13789,1,validation
13866,1,validation
13939,1,validation
14041,1,validation
14378,1,validation
14437,1,validation
14506,1,validation
14868,1,validation
15003,1,validation
15167,1,validation
15430,1,validation
15800,1,validation
15894,1,validation
16885,1,validation
16906,1,validation
17274,1,validation
17295,1,validation
18229,1,validation
18275,1,validation
18766,1,validation
18839,1,validation
19153,1,validation
19376,1,validation
19802,1,validation
19900,1,validation
20193,1,validation
20418,1,validation
20496,1,validation
20561,1,validation
20667,1,validation
20781,1,validation
21097,1,validation
21295,1,validation
21300,1,validation
21340,1,validation
21377,1,validation
648,1,validation
782,1,validation
806,1,validation
841,1,validation
1094,1,validation
1304,1,validation
1359,1,validation
1563,1,validation
1671,1,validation
1721,1,validation
1810,1,validation
2017,1,validation
2025,1,validation
2109,1,validation
2774,1,validation
2864,1,validation
3177,1,validation
3225,1,validation
3356,1,validation
3778,1,validation
4090,1,validation
4168,1,validation
4228,1,validation
4311,1,validation
4402,1,validation
4598,1,validation
4851,1,validation
5127,1,validation
5489,1,validation
6270,1,validation
7701,1,validation
7838,1,validation
8112,1,validation
8447,1,validation
9375,1,validation
9671,1,validation
9694,1,validation
10120,1,validation
10242,1,validation
10388,1,validation
10529,1,validation
10577,1,validation
10706,1,validation
10721,1,validation
10824,1,validation
10854,1,validation
10990,1,validation
11038,1,validation
11078,1,validation
11084,1,validation
11349,1,validation
11417,1,validation
11693,1,validation
11850,1,validation
12085,1,validation
12206,1,validation
12659,1,validation
13105,1,validation
13178,1,validation
13615,1,validation
13965,1,validation
14280,1,validation
15110,1,validation
15649,1,validation
15765,1,validation
16819,1,validation
16900,1,validation
17027,1,validation
17419,1,validation
17625,1,validation
17762,1,validation
17867,1,validation
17887,1,validation
18224,1,validation
18263,1,validation
18435,1,validation
18655,1,validation
18696,1,validation
19086,1,validation
19141,1,validation
19179,1,validation
19431,1,validation
19528,1,validation
19648,1,validation
19773,1,validation
20228,1,validation
21560,1,validation
121,1,validation
739,1,validation
1006,1,validation
1238,1,validation
1800,1,validation
1945,1,validation
2153,1,validation
2964,1,validation
3405,1,validation
4512,1,validation
4656,1,validation
4948,1,validation
5050,1,validation
5078,1,validation
5168,1,validation
5345,1,validation
5436,1,validation
6131,1,validation
6547,1,validation
6614,1,validation
6623,1,validation
6645,1,validation
6662,1,validation
6837,1,validation
6977,1,validation
7196,1,validation
7558,1,validation
7656,1,validation
7761,1,validation
8182,1,validation
8210,1,validation
8559,1,validation
